Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Modulation By Symbiont Of Entry Into Host (GO:0052372)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	CXCL8
Regulation Of Cardiac Conduction (GO:1903779)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	RYR2
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	8/938	0.10174697432876405	0.22660544975159638	0	0	1.754561220950399	4.009639439028947	NR4A1;CSRNP1;PER1;JUN;EGR4;LIF;ATF3;BMP6
Negative Regulation Of Myeloid Cell Differentiation (GO:0045638)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	ZFP36
Acetylcholine Receptor Signaling Pathway (GO:0095500)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	CHRM5
Acylglycerol Biosynthetic Process (GO:0046463)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	PNPLA3
Blood Vessel Endothelial Cell Migration (GO:0043534)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	NR4A1
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	RYR2
Cellular Response To Cadmium Ion (GO:0071276)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	JUN
Glucose Transmembrane Transport (GO:1904659)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	SLC5A1
Hexose Transmembrane Transport (GO:0008645)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	SLC5A1
Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	CCL2
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	CXCL8
Negative Regulation Of Cell Communication (GO:0010648)	1/22	0.10545473521199025	0.22791829868397892	0	0	9.465714285714286	21.292873143821897	LIF
Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)	2/111	0.10833412553415729	0.2320777781924417	0	0	3.6678713742933926	8.151972771608383	TNFAIP6;CHRDL1
Calcium Ion Transport (GO:0006816)	2/112	0.10995545321434207	0.2320777781924417	0	0	3.6343434343434344	8.023467189531802	RYR2;CACNA2D4
Small GTPase Mediated Signal Transduction (GO:0007264)	2/112	0.10995545321434207	0.2320777781924417	0	0	3.6343434343434344	8.023467189531802	CNKSR2;RRAS
Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)	1/23	0.10997715608373172	0.2320777781924417	0	0	9.035	19.944605351738733	ZFP36
Response To BMP (GO:0071772)	1/23	0.10997715608373172	0.2320777781924417	0	0	9.035	19.944605351738733	BMP6
Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037)	1/23	0.10997715608373172	0.2320777781924417	0	0	9.035	19.944605351738733	CCL2
Glial Cell Development (GO:0021782)	1/23	0.10997715608373172	0.2320777781924417	0	0	9.035	19.944605351738733	PRDM8
Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)	1/23	0.10997715608373172	0.2320777781924417	0	0	9.035	19.944605351738733	LIF
Positive Regulation Of Neutrophil Migration (GO:1902624)	1/23	0.10997715608373172	0.2320777781924417	0	0	9.035	19.944605351738733	CXCL8
Regulation Of Interleukin-6 Production (GO:0032675)	2/114	0.11321739294286244	0.23479453804622624	0	0	3.569083694083694	7.775054230805599	HLA-B;INAVA
Regulation Of Cytokine Production Involved In Immune Response (GO:0002718)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	INAVA
Acylglycerol Catabolic Process (GO:0046464)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	PNPLA3
Positive Regulation Of BMP Signaling Pathway (GO:0030513)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	GDF5
Response To Purine-Containing Compound (GO:0014074)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	RYR2
Eosinophil Chemotaxis (GO:0048245)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	CCL2
Eosinophil Migration (GO:0072677)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	CCL2
Positive Regulation Of p38MAPK Cascade (GO:1900745)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	GADD45B
Protein Kinase B Signaling (GO:0043491)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	CCL2
Regulation Of AMPA Receptor Activity (GO:2000311)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	SHISA6
Multivesicular Body Sorting Pathway (GO:0071985)	1/24	0.1144769389479113	0.23479453804622624	0	0	8.641739130434782	18.729948827545332	EXPH5
Regulation Of Chondrocyte Differentiation (GO:0032330)	1/25	0.11895419601985731	0.23909793399991316	0	0	8.28125	17.63092010472178	GDF5
Regulation Of Keratinocyte Proliferation (GO:0010837)	1/25	0.11895419601985731	0.23909793399991316	0	0	8.28125	17.63092010472178	ZFP36
Negative Regulation Of Response To Wounding (GO:1903035)	1/25	0.11895419601985731	0.23909793399991316	0	0	8.28125	17.63092010472178	SERPINE1
Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357)	1/25	0.11895419601985731	0.23909793399991316	0	0	8.28125	17.63092010472178	SLX1A
Regulation Of Monocyte Chemotaxis (GO:0090025)	1/25	0.11895419601985731	0.23909793399991316	0	0	8.28125	17.63092010472178	SERPINE1
Positive Regulation Of Interleukin-2 Production (GO:0032743)	1/25	0.11895419601985731	0.23909793399991316	0	0	8.28125	17.63092010472178	PDE4B
Ventricular Cardiac Muscle Tissue Development (GO:0003229)	1/25	0.11895419601985731	0.23909793399991316	0	0	8.28125	17.63092010472178	HOPX
Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155)	1/25	0.11895419601985731	0.23909793399991316	0	0	8.28125	17.63092010472178	MYLK3
Positive Regulation Of Cell Projection Organization (GO:0031346)	2/118	0.11981550236003236	0.24022858827298257	0	0	3.44531522117729	7.310277414846704	LTK;ZNF804A
Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627)	1/26	0.12340903889710428	0.242002115300663	0	0	7.9496	16.63255792501928	GRB14
L-amino Acid Transport (GO:0015807)	1/26	0.12340903889710428	0.242002115300663	0	0	7.9496	16.63255792501928	SLC6A17
Regulation Of Keratinocyte Differentiation (GO:0045616)	1/26	0.12340903889710428	0.242002115300663	0	0	7.9496	16.63255792501928	ZFP36
Acute Inflammatory Response (GO:0002526)	1/26	0.12340903889710428	0.242002115300663	0	0	7.9496	16.63255792501928	MYLK3
Cellular Response To Xenobiotic Stimulus (GO:0071466)	1/26	0.12340903889710428	0.242002115300663	0	0	7.9496	16.63255792501928	PDE4B
Regulation Of Vasoconstriction (GO:0019229)	1/26	0.12340903889710428	0.242002115300663	0	0	7.9496	16.63255792501928	BDKRB2
Response To Glucocorticoid (GO:0051384)	1/26	0.12340903889710428	0.242002115300663	0	0	7.9496	16.63255792501928	ZFP36
Telomere Maintenance Via Telomere Lengthening (GO:0010833)	1/26	0.12340903889710428	0.242002115300663	0	0	7.9496	16.63255792501928	SLX1A
miRNA-mediated Gene Silencing (GO:0035195)	1/26	0.12340903889710428	0.242002115300663	0	0	7.9496	16.63255792501928	ZFP36
Receptor-Mediated Endocytosis (GO:0006898)	2/122	0.1265071732006099	0.24589624227255522	0	0	3.3297979797979798	6.884211702106541	CXCL8;SNAP91
T Cell Activation Involved In Immune Response (GO:0002286)	1/27	0.1278415786939404	0.24589624227255522	0	0	7.643461538461539	15.722321001250894	ICAM1
Cardiac Muscle Cell Differentiation (GO:0055007)	1/27	0.1278415786939404	0.24589624227255522	0	0	7.643461538461539	15.722321001250894	TCAP
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	1/27	0.1278415786939404	0.24589624227255522	0	0	7.643461538461539	15.722321001250894	ZFP36
Clathrin-Dependent Endocytosis (GO:0072583)	1/27	0.1278415786939404	0.24589624227255522	0	0	7.643461538461539	15.722321001250894	SNAP91
Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021)	1/27	0.1278415786939404	0.24589624227255522	0	0	7.643461538461539	15.722321001250894	RYR2
Synaptic Transmission, Glutamatergic (GO:0035249)	1/27	0.1278415786939404	0.24589624227255522	0	0	7.643461538461539	15.722321001250894	GRIK1
Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)	1/27	0.1278415786939404	0.24589624227255522	0	0	7.643461538461539	15.722321001250894	GRB14
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	2/123	0.12819396630616087	0.24598555825812254	0	0	3.3021120293847566	6.78323419455505	NR4A1;BMP6
Negative Regulation Of Signaling (GO:0023057)	1/28	0.13225192593700327	0.25018952577258974	0	0	7.36	14.889623310873223	LIF
Negative Regulation Of Wound Healing (GO:0061045)	1/28	0.13225192593700327	0.25018952577258974	0	0	7.36	14.889623310873223	SERPINE1
Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035)	1/28	0.13225192593700327	0.25018952577258974	0	0	7.36	14.889623310873223	ZNF804A
Positive Regulation Of Fibroblast Proliferation (GO:0048146)	1/28	0.13225192593700327	0.25018952577258974	0	0	7.36	14.889623310873223	S100A6
Establishment Of Endothelial Barrier (GO:0061028)	1/28	0.13225192593700327	0.25018952577258974	0	0	7.36	14.889623310873223	ICAM1
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	1/28	0.13225192593700327	0.25018952577258974	0	0	7.36	14.889623310873223	RYR2
Phosphatidic Acid Biosynthetic Process (GO:0006654)	1/29	0.13664019062844118	0.2543025770029322	0	0	7.096785714285715	14.125471764544198	PNPLA3
Regulation Of Striated Muscle Contraction (GO:0006942)	1/29	0.13664019062844118	0.2543025770029322	0	0	7.096785714285715	14.125471764544198	RYR2
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385)	1/29	0.13664019062844118	0.2543025770029322	0	0	7.096785714285715	14.125471764544198	PDE4B
Positive Regulation Of Calcium Ion Transport (GO:0051928)	1/29	0.13664019062844118	0.2543025770029322	0	0	7.096785714285715	14.125471764544198	CCL2
Lipid Droplet Organization (GO:0034389)	1/29	0.13664019062844118	0.2543025770029322	0	0	7.096785714285715	14.125471764544198	PNPLA3
Negative Regulation Of DNA Binding (GO:0043392)	1/29	0.13664019062844118	0.2543025770029322	0	0	7.096785714285715	14.125471764544198	JUN
Regulation Of Blood Coagulation (GO:0030193)	1/29	0.13664019062844118	0.2543025770029322	0	0	7.096785714285715	14.125471764544198	SERPINE1
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	2/130	0.14014618865560444	0.2588338166775325	0	0	3.1204229797979797	6.131847077628129	LIF;BMP6
Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762)	1/30	0.14100648221984982	0.2588338166775325	0	0	6.8517241379310345	13.422181001815327	TNFAIP6
Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)	1/30	0.14100648221984982	0.2588338166775325	0	0	6.8517241379310345	13.422181001815327	RYR2
Response To Epidermal Growth Factor (GO:0070849)	1/30	0.14100648221984982	0.2588338166775325	0	0	6.8517241379310345	13.422181001815327	ZFP36
Positive Regulation Of Interleukin-10 Production (GO:0032733)	1/30	0.14100648221984982	0.2588338166775325	0	0	6.8517241379310345	13.422181001815327	INAVA
Negative Regulation Of Blood Coagulation (GO:0030195)	1/30	0.14100648221984982	0.2588338166775325	0	0	6.8517241379310345	13.422181001815327	SERPINE1
Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)	1/31	0.1453509096429046	0.26379713623678397	0	0	6.623	12.773146899499723	PER1
Positive Regulation Of Leukocyte Migration (GO:0002687)	1/31	0.1453509096429046	0.26379713623678397	0	0	6.623	12.773146899499723	ICAM1
Positive Regulation Of Mononuclear Cell Migration (GO:0071677)	1/31	0.1453509096429046	0.26379713623678397	0	0	6.623	12.773146899499723	SERPINE1
Leukocyte Cell-Cell Adhesion (GO:0007159)	1/31	0.1453509096429046	0.26379713623678397	0	0	6.623	12.773146899499723	ICAM1
Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)	1/31	0.1453509096429046	0.26379713623678397	0	0	6.623	12.773146899499723	SERPINE1
Negative Regulation Of DNA-templated Transcription (GO:0045892)	8/1025	0.1464650313368062	0.2652204621504328	0	0	1.597107241412123	3.0679928184053806	TCEAL7;PER1;ZFP36;JUN;BHLHE40;ARID5A;ATF3;BMP6
Cellular Response To Metal Ion (GO:0071248)	2/135	0.1488264790621064	0.2680123816638908	0	0	3.002354370775423	5.7194076808204475	JUN;BMP6
Negative Regulation Of Osteoblast Differentiation (GO:0045668)	1/32	0.14967358130234698	0.2680123816638908	0	0	6.409032258064516	12.172665230735028	TNFAIP6
Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	1/32	0.14967358130234698	0.2680123816638908	0	0	6.409032258064516	12.172665230735028	LTK
Muscle Cell Development (GO:0055001)	1/32	0.14967358130234698	0.2680123816638908	0	0	6.409032258064516	12.172665230735028	TCAP
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)	1/32	0.14967358130234698	0.2680123816638908	0	0	6.409032258064516	12.172665230735028	CCL2
Phosphatidic Acid Metabolic Process (GO:0046473)	1/33	0.153974604997914	0.27207820311719305	0	0	6.2084375	11.615785364283855	PNPLA3
Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916)	1/33	0.153974604997914	0.27207820311719305	0	0	6.2084375	11.615785364283855	HLA-B
Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720)	1/33	0.153974604997914	0.27207820311719305	0	0	6.2084375	11.615785364283855	INAVA
Epithelial Tube Morphogenesis (GO:0060562)	1/33	0.153974604997914	0.27207820311719305	0	0	6.2084375	11.615785364283855	RYR2
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)	1/33	0.153974604997914	0.27207820311719305	0	0	6.2084375	11.615785364283855	CCL2
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	1/33	0.153974604997914	0.27207820311719305	0	0	6.2084375	11.615785364283855	RYR2
Regulation Of Metal Ion Transport (GO:0010959)	1/34	0.1582540881213493	0.27540321828910136	0	0	6.02	11.098191377587193	PER1
Regulation Of Neuronal Synaptic Plasticity (GO:0048168)	1/34	0.1582540881213493	0.27540321828910136	0	0	6.02	11.098191377587193	SHISA6
Cellular Response To Amyloid-Beta (GO:1904646)	1/34	0.1582540881213493	0.27540321828910136	0	0	6.02	11.098191377587193	ICAM1
Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)	1/34	0.1582540881213493	0.27540321828910136	0	0	6.02	11.098191377587193	NR4A1
Response To Estrogen (GO:0043627)	1/34	0.1582540881213493	0.27540321828910136	0	0	6.02	11.098191377587193	ARID5A
Negative Regulation Of JNK Cascade (GO:0046329)	1/34	0.1582540881213493	0.27540321828910136	0	0	6.02	11.098191377587193	PER1
Regulation Of Blood Circulation (GO:1903522)	1/34	0.1582540881213493	0.27540321828910136	0	0	6.02	11.098191377587193	BDKRB2
Chemical Synaptic Transmission (GO:0007268)	3/273	0.15994860328279942	0.27775092233125426	0	0	2.225510204081633	4.079143761721875	CHRM5;GRIK1;SHISA6
Adherens Junction Organization (GO:0034332)	1/35	0.16251213743558876	0.2779994861664114	0	0	5.8426470588235295	10.616104827180715	INAVA
Neutral Amino Acid Transport (GO:0015804)	1/35	0.16251213743558876	0.2779994861664114	0	0	5.8426470588235295	10.616104827180715	SLC6A17
Regulation Of Sodium Ion Transport (GO:0002028)	1/35	0.16251213743558876	0.2779994861664114	0	0	5.8426470588235295	10.616104827180715	PER1
Endoderm Formation (GO:0001706)	1/35	0.16251213743558876	0.2779994861664114	0	0	5.8426470588235295	10.616104827180715	DUSP2
Glutamate Receptor Signaling Pathway (GO:0007215)	1/35	0.16251213743558876	0.2779994861664114	0	0	5.8426470588235295	10.616104827180715	GRIK1
Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)	1/35	0.16251213743558876	0.2779994861664114	0	0	5.8426470588235295	10.616104827180715	OLFM4
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)	1/35	0.16251213743558876	0.2779994861664114	0	0	5.8426470588235295	10.616104827180715	CCL2
Actin Filament Organization (GO:0007015)	2/144	0.16471239556844838	0.2810609703182044	0	0	2.8107838952909376	5.06940161439499	CNN1;TCAP
Regulation Of Erythrocyte Differentiation (GO:0045646)	1/36	0.1667488592559496	0.2810609703182044	0	0	5.675428571428571	10.1662047056792	ZFP36
Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)	1/36	0.1667488592559496	0.2810609703182044	0	0	5.675428571428571	10.1662047056792	RYR2
Blood Vessel Diameter Maintenance (GO:0097746)	1/36	0.1667488592559496	0.2810609703182044	0	0	5.675428571428571	10.1662047056792	BDKRB2
Regulation Of Trans-Synaptic Signaling (GO:0099177)	1/36	0.1667488592559496	0.2810609703182044	0	0	5.675428571428571	10.1662047056792	GRIK1
Positive Regulation Of Signaling Receptor Activity (GO:2000273)	1/36	0.1667488592559496	0.2810609703182044	0	0	5.675428571428571	10.1662047056792	CCL2
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914)	1/36	0.1667488592559496	0.2810609703182044	0	0	5.675428571428571	10.1662047056792	HLA-B
Negative Regulation Of Response To External Stimulus (GO:0032102)	2/146	0.16828331936827098	0.2830539514060458	0	0	2.7714646464646466	4.939044593348248	TNFAIP6;SERPINE1
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)	1/37	0.17096435931603904	0.28458663538322027	0	0	5.5175	9.745561183866672	CCL2
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	1/37	0.17096435931603904	0.28458663538322027	0	0	5.5175	9.745561183866672	CNN1
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873)	1/37	0.17096435931603904	0.28458663538322027	0	0	5.5175	9.745561183866672	PER1
Negative Regulation Of Transferase Activity (GO:0051348)	1/37	0.17096435931603904	0.28458663538322027	0	0	5.5175	9.745561183866672	ZFP36
Positive Regulation Of Exocytosis (GO:0045921)	1/37	0.17096435931603904	0.28458663538322027	0	0	5.5175	9.745561183866672	EXPH5
Central Nervous System Development (GO:0007417)	3/283	0.17222112025745168	0.2860863237334528	0	0	2.1449344023323613	3.772888231650273	SLC6A17;AMIGO2;GRIK1
Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	3/284	0.17346319800116405	0.28729708109720015	0	0	2.137192243445421	3.7439116098125536	LTK;GRB14;BDKRB2
Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	2/149	0.17366465349905383	0.28729708109720015	0	0	2.714491857349	4.752068486320607	TCEAL7;BHLHE40
Regulation Of Intracellular Transport (GO:0032386)	1/38	0.17515874282696065	0.2874033249650538	0	0	5.368108108108108	9.351580444970125	MYLK2
Positive Regulation Of Bone Mineralization (GO:0030501)	1/38	0.17515874282696065	0.2874033249650538	0	0	5.368108108108108	9.351580444970125	BMP6
Response To Peptide (GO:1901652)	1/38	0.17515874282696065	0.2874033249650538	0	0	5.368108108108108	9.351580444970125	INAVA
Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702)	1/38	0.17515874282696065	0.2874033249650538	0	0	5.368108108108108	9.351580444970125	INAVA
RNA Transport (GO:0050658)	1/39	0.17933211456692597	0.291278828508704	0	0	5.226578947368421	8.981958519851037	ZFP36
Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)	1/39	0.17933211456692597	0.291278828508704	0	0	5.226578947368421	8.981958519851037	ZFP36
Positive Regulation Of ATP-dependent Activity (GO:0032781)	1/39	0.17933211456692597	0.291278828508704	0	0	5.226578947368421	8.981958519851037	RYR2
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)	1/39	0.17933211456692597	0.291278828508704	0	0	5.226578947368421	8.981958519851037	RYR2
Digestive Tract Development (GO:0048565)	1/39	0.17933211456692597	0.291278828508704	0	0	5.226578947368421	8.981958519851037	CXCL8
Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480)	1/40	0.18348457872210075	0.2932835015756839	0	0	5.092307692307692	8.634642472296688	RYR2
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	1/40	0.18348457872210075	0.2932835015756839	0	0	5.092307692307692	8.634642472296688	CCL2
Negative Regulation Of Secretion By Cell (GO:1903531)	1/40	0.18348457872210075	0.2932835015756839	0	0	5.092307692307692	8.634642472296688	LIF
Endothelial Cell Migration (GO:0043542)	1/40	0.18348457872210075	0.2932835015756839	0	0	5.092307692307692	8.634642472296688	NR4A1
Synaptic Vesicle Endocytosis (GO:0048488)	1/40	0.18348457872210075	0.2932835015756839	0	0	5.092307692307692	8.634642472296688	SNAP91
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	1/40	0.18348457872210075	0.2932835015756839	0	0	5.092307692307692	8.634642472296688	LIF
Positive Regulation Of Wound Healing (GO:0090303)	1/40	0.18348457872210075	0.2932835015756839	0	0	5.092307692307692	8.634642472296688	SERPINE1
Negative Regulation Of Cell-Cell Adhesion (GO:0022408)	1/40	0.18348457872210075	0.2932835015756839	0	0	5.092307692307692	8.634642472296688	BMP6
Positive Regulation Of Response To External Stimulus (GO:0032103)	2/155	0.18450951779749244	0.2943366117245713	0	0	2.6072489601901365	4.406392133451363	SERPINE1;BMP6
Acylglycerol Metabolic Process (GO:0006639)	1/41	0.18761623900795069	0.29577148267135756	0	0	4.96475	8.307797598280153	PNPLA3
Cellular Response To Retinoic Acid (GO:0071300)	1/41	0.18761623900795069	0.29577148267135756	0	0	4.96475	8.307797598280153	LTK
Positive Regulation Of Ossification (GO:0045778)	1/41	0.18761623900795069	0.29577148267135756	0	0	4.96475	8.307797598280153	BMP6
Visual System Development (GO:0150063)	1/41	0.18761623900795069	0.29577148267135756	0	0	4.96475	8.307797598280153	CHRDL1
Positive Regulation Of Response To Biotic Stimulus (GO:0002833)	1/41	0.18761623900795069	0.29577148267135756	0	0	4.96475	8.307797598280153	BMP6
Lymphocyte Migration (GO:0072676)	1/41	0.18761623900795069	0.29577148267135756	0	0	4.96475	8.307797598280153	CCL2
Regulation Of Cell Cycle (GO:0051726)	3/298	0.19111263297582273	0.2964397454348497	0	0	2.034313386371498	3.3665696062864754	NR4A1;JUN;GADD45B
Regulation Of Neurotransmitter Receptor Activity (GO:0099601)	1/42	0.19172719853995251	0.2964397454348497	0	0	4.843414634146342	7.999779598830261	SHISA6
Regulation Of Osteoclast Differentiation (GO:0045670)	1/42	0.19172719853995251	0.2964397454348497	0	0	4.843414634146342	7.999779598830261	TNFAIP6
Embryonic Heart Tube Morphogenesis (GO:0003143)	1/42	0.19172719853995251	0.2964397454348497	0	0	4.843414634146342	7.999779598830261	RYR2
Skeletal Muscle Tissue Development (GO:0007519)	1/42	0.19172719853995251	0.2964397454348497	0	0	4.843414634146342	7.999779598830261	MYLK2
Stress-Activated MAPK Cascade (GO:0051403)	1/42	0.19172719853995251	0.2964397454348497	0	0	4.843414634146342	7.999779598830261	ZFP36
Keratinocyte Differentiation (GO:0030216)	1/42	0.19172719853995251	0.2964397454348497	0	0	4.843414634146342	7.999779598830261	EXPH5
Modulation By Host Of Symbiont Process (GO:0051851)	1/42	0.19172719853995251	0.2964397454348497	0	0	4.843414634146342	7.999779598830261	JUN
Monocyte Chemotaxis (GO:0002548)	1/42	0.19172719853995251	0.2964397454348497	0	0	4.843414634146342	7.999779598830261	CCL2
Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124)	1/42	0.19172719853995251	0.2964397454348497	0	0	4.843414634146342	7.999779598830261	PER1
Positive Regulation Of T Cell Mediated Immunity (GO:0002711)	1/43	0.19581756008527565	0.2976130780880182	0	0	4.727857142857143	7.709110858366568	HLA-B
Response To Amyloid-Beta (GO:1904645)	1/43	0.19581756008527565	0.2976130780880182	0	0	4.727857142857143	7.709110858366568	ICAM1
Positive Regulation Of Biomineral Tissue Development (GO:0070169)	1/43	0.19581756008527565	0.2976130780880182	0	0	4.727857142857143	7.709110858366568	BMP6
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)	1/43	0.19581756008527565	0.2976130780880182	0	0	4.727857142857143	7.709110858366568	RRAS
Positive Regulation Of miRNA Transcription (GO:1902895)	1/43	0.19581756008527565	0.2976130780880182	0	0	4.727857142857143	7.709110858366568	JUN
Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)	1/43	0.19581756008527565	0.2976130780880182	0	0	4.727857142857143	7.709110858366568	SERPINE1
Positive Regulation Of Stress Fiber Assembly (GO:0051496)	1/43	0.19581756008527565	0.2976130780880182	0	0	4.727857142857143	7.709110858366568	CCN2
mRNA Catabolic Process (GO:0006402)	1/43	0.19581756008527565	0.2976130780880182	0	0	4.727857142857143	7.709110858366568	ZFP36
mRNA Destabilization (GO:0061157)	1/43	0.19581756008527565	0.2976130780880182	0	0	4.727857142857143	7.709110858366568	ZFP36
Protein Autophosphorylation (GO:0046777)	2/162	0.19728243352606237	0.29927279389746786	0	0	2.49229797979798	4.045295966035544	MYLK2;LTK
Regulation Of Insulin Receptor Signaling Pathway (GO:0046626)	1/44	0.1998874257748013	0.29927279389746786	0	0	4.617674418604651	7.434460163948317	GRB14
Bone Development (GO:0060348)	1/44	0.1998874257748013	0.29927279389746786	0	0	4.617674418604651	7.434460163948317	BMP6
Regulation Of Transport (GO:0051049)	1/44	0.1998874257748013	0.29927279389746786	0	0	4.617674418604651	7.434460163948317	USP6
Positive Regulation Of Biosynthetic Process (GO:0009891)	1/44	0.1998874257748013	0.29927279389746786	0	0	4.617674418604651	7.434460163948317	CXCL8
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	1/44	0.1998874257748013	0.29927279389746786	0	0	4.617674418604651	7.434460163948317	CCL2
Positive Regulation Of Osteoblast Differentiation (GO:0045669)	1/44	0.1998874257748013	0.29927279389746786	0	0	4.617674418604651	7.434460163948317	BMP6
Lymphocyte Chemotaxis (GO:0048247)	1/44	0.1998874257748013	0.29927279389746786	0	0	4.617674418604651	7.434460163948317	CCL2
Organic Hydroxy Compound Transport (GO:0015850)	1/45	0.2039368972930661	0.3030781246277729	0	0	4.5125	7.174625278178511	SLC5A1
Chromosome Organization (GO:0051276)	1/45	0.2039368972930661	0.3030781246277729	0	0	4.5125	7.174625278178511	GEM
Positive Regulation Of mRNA Catabolic Process (GO:0061014)	1/45	0.2039368972930661	0.3030781246277729	0	0	4.5125	7.174625278178511	ZFP36
Triglyceride Metabolic Process (GO:0006641)	1/45	0.2039368972930661	0.3030781246277729	0	0	4.5125	7.174625278178511	PNPLA3
Regulation Of Cytokine Production (GO:0001817)	2/167	0.20647274926676473	0.30511811124422217	0	0	2.416161616161616	3.8117047692089625	PER1;HLA-B
Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015)	1/46	0.20796607582317628	0.30511811124422217	0	0	4.412	6.928517925895823	PER1
Regulation Of Fibroblast Proliferation (GO:0048145)	1/46	0.20796607582317628	0.30511811124422217	0	0	4.412	6.928517925895823	S100A6
